State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,39.3,45,44.7,35.1,55.4,,Rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,CHIP only,Administrative,63.5,44,67.1,56.6,76.2,,Rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,42.4,40,48.7,43,56.3,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid only,Administrative,54.8,40,61.1,53.1,66.2,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,42.8,40,48.7,43,56.3,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,CHIP only,Administrative,54.2,40,61.1,53.1,66.2,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid only,Administrative,47.5,28,63.5,57,69,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,CHIP only,Administrative,51.0,28,63.5,57,69,,CHIP rate includes FFS and PCCM populations ages 6 to 17. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,Medicaid only,Administrative,3.1,39,2.9,3.6,1.9,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17,2018,CHIP only,Administrative,1.2,39,2.9,3.6,1.9,,CHIP rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid only,Administrative,45.7,44,44.5,50,37.5,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,CHIP only,Administrative,25.4,44,44.5,50,37.5,,CHIP rate includes FFS and PCCM populations ages 6 to 18. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,Medicaid only,Administrative,67.1,32,73,66.6,76.9,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,Medicaid only,Administrative,59.7,32,63.8,59.7,67.7,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,Medicaid only,Administrative,64.0,31,69.6,64,72.6,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,CHIP only,Administrative,75.4,32,73,66.6,76.9,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,CHIP only,Administrative,63.3,32,63.8,59.7,67.7,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,CHIP only,Administrative,70.6,31,69.6,64,72.6,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,Medicaid only,Administrative,28.8,32,24.1,20.9,26.3,,Medicaid rate includes FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,CHIP only,Administrative,34.1,32,24.1,20.9,26.3,,CHIP rate includes FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,51.4,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,29.6,26,28.1,22.5,33.3,,Rates include FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,Medicaid only,Administrative,5.2,25,5.4,4.2,7.2,,Rates include FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,CHIP only,NR,NR,26,28.1,22.5,33.3,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,CHIP only,NR,NR,25,5.4,4.2,7.2,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,3.6,31,3.4,1.6,6.2,,Rates include FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,47.0,31,40.8,30.8,46.1,,Rates include FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,0.5,31,1.4,0.5,2.7,,Rates include FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid only,Administrative,21.1,31,16.3,10.7,21.4,,Rates include FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,3.4,1.6,6.2,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,40.8,30.8,46.1,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,1.4,0.5,2.7,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,CHIP only,NR,NR,31,16.3,10.7,21.4,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid only,Administrative,10.3,25,9.1,10.5,8.3,,Rate includes FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,CHIP only,NR,NR,25,9.1,10.5,8.3,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,Medicaid only,Administrative,70.0,39,80.6,71.3,86.3,,Rate includes FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Enrollment in Medicaid or CHIP,2018,CHIP only,NR,NR,39,80.6,71.3,86.3,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid only,Administrative,39.5,47,48.9,40,57,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,CHIP only,Administrative,48.5,47,48.9,40,57,,CHIP rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,Medicaid only,Administrative,71.2,43,69.5,64,73.4,,Rate includes FFS and PCCM populations. Data source is state immunization registry. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2018,CHIP only,NR,NR,43,69.5,64,73.4,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid only,Administrative,96.4,45,95.7,94.6,96.7,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid only,Administrative,88.4,45,87.7,86,90.1,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid only,Administrative,90.4,45,91.1,89.2,93.8,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid only,Administrative,86.3,45,90.6,87.7,92.7,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,CHIP only,Administrative,NR,45,95.7,94.6,96.7,NR = State did not report the measure for this population,"CHIP rates include FFS and PCCM populations. CHIP population includes children age 6 and older. As a result, the state did not report a CHIP rate for children ages 12 to 24 months and the 25 months to 6 years rate includes only children age 6. Rates were validated by an NCQA certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,CHIP only,Administrative,89.4,45,87.7,86,90.1,,"CHIP rates include FFS and PCCM populations. CHIP population includes children age 6 and older. As a result, the state did not report a CHIP rate for children ages 12 to 24 months and the 25 months to 6 years rate includes only children age 6. Rates were validated by an NCQA certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,CHIP only,Administrative,93.0,45,91.1,89.2,93.8,,"CHIP rates include FFS and PCCM populations. CHIP population includes children age 6 and older. As a result, the state did not report a CHIP rate for children ages 12 to 24 months and the 25 months to 6 years rate includes only children age 6. Rates were validated by an NCQA certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,CHIP only,Administrative,87.6,45,90.6,87.7,92.7,,"CHIP rates include FFS and PCCM populations. CHIP population includes children age 6 and older. As a result, the state did not report a CHIP rate for children ages 12 to 24 months and the 25 months to 6 years rate includes only children age 6. Rates were validated by an NCQA certified vendor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid only,Administrative,58.7,44,50.1,44.6,58.5,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,CHIP only,Administrative,41.8,44,50.1,44.6,58.5,,CHIP rate includes FFS and PCCM populations ages 16 to 18. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2018,Medicaid only,Administrative,73.2,25,42.2,26.2,55.2,,Rate includes FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2018,CHIP only,NR,NR,25,42.2,26.2,55.2,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,Medicaid only,Administrative,25.6,44,32.3,23.8,40.3,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,Medicaid only,Administrative,70.5,43,77.3,64.3,84.4,,Medicaid rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2018,CHIP only,Administrative,26.2,44,32.3,23.8,40.3,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
South Dakota,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,48.4,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2018,CHIP only,Administrative,70.9,43,77.3,64.3,84.4,,CHIP rates include FFS and PCCM populations. Rates were validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid only,Administrative,34.1,37,69.7,39.7,77.2,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,CHIP only,Administrative,33.6,37,69.7,39.7,77.2,,CHIP rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid only,Administrative,63.9,47,63.2,57.3,69.5,,Rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,CHIP only,NR,NR,47,63.2,57.3,69.5,NR = State did not report the measure for this population,None,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,
North Carolina,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid only,Administrative,69.7,48,69.3,62.1,76.6,,Medicaid rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
North Carolina,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,CHIP only,Administrative,63.1,48,69.3,62.1,76.6,,CHIP rate includes FFS and PCCM populations. Rate was validated by an NCQA certified vendor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
North Dakota,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,18.4,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
